01s,06s,12s,03s
56-avg,109-avg,66-avg,63-avg
60-avg,121-avg,71-avg,67-avg
63-avg,123-avg,74-avg,68-avg
64-avg,125-avg,83-avg,70-avg
70-avg,127-avg,86-avg,71-avg
71-avg,130-avg,88-avg,73-avg
79-avg,134-avg,90-avg,74-avg
92-avg,144-avg,95-avg,75-avg
93-avg,157-avg,102-avg,76-avg
105-avg,160-avg,105-avg,77-avg
135-avg,162-avg,113-avg,81-avg
138-avg,167-avg,114-avg,85-avg
147-avg,171-avg,115-avg,89-avg
184-avg,175-avg,117-avg,90-avg
17-avg,177-avg,119-avg,93-avg
18-avg,180-avg,121-avg,96-avg
26-avg,181-avg,130-avg,99-avg
27-avg,185-avg,134-avg,100-avg
40-avg,191-avg,135-avg,101-avg
43-avg,195-avg,143-avg,104-avg
58-avg,198-avg,148-avg,107-avg
61-avg,1-range,151-avg,110-avg
65-avg,53-range,152-avg,119-avg
80-avg,0-avg,162-avg,122-avg
89-avg,11-avg,168-avg,126-avg
94-avg,17-avg,178-avg,127-avg
96-avg,26-avg,183-avg,128-avg
103-avg,27-avg,184-avg,129-avg
110-avg,28-avg,186-avg,130-avg
114-avg,31-avg,191-avg,131-avg
116-avg,33-avg,194-avg,134-avg
122-avg,34-avg,0-std,135-avg
124-avg,36-avg,4-std,136-avg
130-avg,44-avg,9-std,138-avg
141-avg,45-avg,12-std,147-avg
145-avg,51-avg,20-std,150-avg
153-avg,52-avg,48-std,151-avg
157-avg,60-avg,58-std,156-avg
166-avg,71-avg,108-std,157-avg
167-avg,74-avg,1-range,161-avg
194-avg,76-avg,2-range,163-avg
196-avg,79-avg,3-range,166-avg
50-avg,85-avg,31-range,167-avg
52-avg,86-avg,32-range,171-avg
53-avg,88-avg,56-range,177-avg
62-avg,93-avg,145-range,181-avg
69-avg,96-avg,183-range,184-avg
82-avg,100-avg,7-avg,191-avg
83-avg,108-avg,17-avg,194-avg
84-avg,111-avg,21-avg,198-avg
87-avg,117-avg,25-avg,199-avg
90-avg,128-avg,29-avg,8-std
99-avg,135-avg,32-avg,5-avg
107-avg,136-avg,34-avg,6-avg
108-avg,141-avg,38-avg,18-avg
111-avg,142-avg,39-avg,26-avg
117-avg,143-avg,40-avg,27-avg
118-avg,147-avg,42-avg,28-avg
119-avg,159-avg,44-avg,29-avg
128-avg,161-avg,50-avg,34-avg
131-avg,163-avg,56-avg,40-avg
136-avg,164-avg,58-avg,43-avg
137-avg,166-avg,64-avg,45-avg
142-avg,182-avg,67-avg,49-avg
144-avg,184-avg,68-avg,50-avg
148-avg,194-avg,69-avg,51-avg
152-avg,196-avg,70-avg,52-avg
160-avg,9-std,79-avg,53-avg
163-avg,48-std,80-avg,56-avg
169-avg,173-std,84-avg,64-avg
170-avg,5-range,87-avg,65-avg
178-avg,30-range,89-avg,66-avg
179-avg,36-range,91-avg,69-avg
181-avg,60-range,92-avg,78-avg
182-avg,95-range,94-avg,82-avg
189-avg,122-range,96-avg,83-avg
191-avg,131-range,98-avg,84-avg
192-avg,175-range,99-avg,86-avg
2-std,1-avg,101-avg,87-avg
16-avg,12-avg,103-avg,88-avg
51-avg,14-avg,104-avg,91-avg
68-avg,18-avg,107-avg,92-avg
75-avg,21-avg,108-avg,94-avg
76-avg,43-avg,110-avg,97-avg
77-avg,50-avg,112-avg,98-avg
78-avg,53-avg,123-avg,102-avg
81-avg,54-avg,124-avg,103-avg
86-avg,64-avg,126-avg,105-avg
91-avg,68-avg,127-avg,106-avg
97-avg,73-avg,128-avg,108-avg
100-avg,75-avg,132-avg,109-avg
101-avg,77-avg,137-avg,112-avg
115-avg,82-avg,141-avg,113-avg
123-avg,83-avg,144-avg,114-avg
126-avg,84-avg,145-avg,115-avg
127-avg,90-avg,147-avg,116-avg
129-avg,91-avg,153-avg,117-avg
132-avg,94-avg,154-avg,118-avg
133-avg,102-avg,157-avg,123-avg
140-avg,103-avg,159-avg,124-avg
155-avg,112-avg,160-avg,125-avg
156-avg,113-avg,161-avg,132-avg
161-avg,114-avg,163-avg,133-avg
162-avg,116-avg,165-avg,137-avg
168-avg,119-avg,166-avg,139-avg
173-avg,122-avg,167-avg,140-avg
174-avg,124-avg,169-avg,144-avg
175-avg,126-avg,174-avg,148-avg
177-avg,131-avg,175-avg,149-avg
180-avg,137-avg,176-avg,153-avg
185-avg,139-avg,177-avg,154-avg
190-avg,140-avg,181-avg,155-avg
195-avg,145-avg,182-avg,158-avg
198-avg,148-avg,197-avg,159-avg
199-avg,149-avg,198-avg,160-avg
172-range,153-avg,1-std,162-avg
66-avg,155-avg,5-std,164-avg
73-avg,156-avg,6-std,165-avg
104-avg,165-avg,11-std,168-avg
106-avg,169-avg,13-std,169-avg
109-avg,170-avg,14-std,170-avg
112-avg,172-avg,19-std,172-avg
113-avg,178-avg,31-std,173-avg
125-avg,179-avg,35-std,174-avg
134-avg,183-avg,40-std,175-avg
139-avg,192-avg,47-std,176-avg
151-avg,2-std,52-std,178-avg
158-avg,6-std,56-std,179-avg
165-avg,7-std,72-std,180-avg
172-avg,8-std,80-std,182-avg
176-avg,20-std,85-std,183-avg
186-avg,21-std,88-std,185-avg
187-avg,25-std,91-std,186-avg
193-avg,27-std,94-std,187-avg
197-avg,47-std,97-std,189-avg
0-std,54-std,101-std,190-avg
10-std,55-std,104-std,192-avg
16-std,57-std,114-std,193-avg
17-std,60-std,124-std,195-avg
26-std,61-std,126-std,196-avg
34-std,62-std,133-std,197-avg
47-std,66-std,152-std,0-std
52-std,82-std,154-std,1-std
55-std,91-std,172-std,2-std
101-std,92-std,176-std,3-std
133-std,102-std,183-std,4-std
157-std,103-std,192-std,5-std
8-range,104-std,195-std,6-std
29-range,108-std,15-range,7-std
84-range,109-std,16-range,9-std
89-range,110-std,18-range,10-std
112-range,114-std,19-range,11-std
190-range,122-std,21-range,12-std
194-range,123-std,22-range,13-std
5-slope,132-std,25-range,14-std
62-slope,136-std,26-range,15-std
90-slope,140-std,29-range,16-std
122-slope,143-std,30-range,17-std
141-slope,146-std,33-range,18-std
88-avg,164-std,35-range,19-std
98-avg,166-std,42-range,20-std
149-avg,168-std,43-range,21-std
150-avg,171-std,44-range,22-std
154-avg,179-std,45-range,23-std
159-avg,184-std,49-range,24-std
164-avg,186-std,61-range,25-std
183-avg,194-std,71-range,26-std
3-std,2-range,72-range,27-std
4-std,4-range,74-range,28-std
5-std,9-range,82-range,29-std
6-std,14-range,85-range,30-std
7-std,23-range,98-range,31-std
8-std,27-range,101-range,32-std
9-std,29-range,105-range,33-std
11-std,31-range,107-range,34-std
12-std,33-range,110-range,35-std
13-std,45-range,112-range,36-std
14-std,65-range,116-range,37-std
15-std,70-range,117-range,38-std
18-std,76-range,122-range,39-std
19-std,89-range,124-range,40-std
20-std,90-range,126-range,41-std
21-std,100-range,128-range,42-std
22-std,114-range,129-range,43-std
23-std,116-range,137-range,44-std
24-std,125-range,140-range,45-std
25-std,127-range,143-range,46-std
27-std,130-range,146-range,47-std
28-std,138-range,147-range,48-std
29-std,155-range,149-range,49-std
30-std,156-range,150-range,50-std
31-std,160-range,151-range,51-std
32-std,176-range,154-range,52-std
33-std,185-range,155-range,53-std
35-std,193-range,157-range,54-std
36-std,198-range,165-range,55-std
37-std,85-slope,172-range,56-std
38-std,146-slope,175-range,57-std
39-std,56-avg,178-range,58-std
40-std,62-avg,180-range,59-std
41-std,69-avg,181-range,60-std
42-std,70-avg,192-range,61-std
43-std,97-avg,199-range,62-std
44-std,98-avg,85-slope,63-std
45-std,101-avg,100-slope,64-std
46-std,105-avg,145-slope,65-std
48-std,106-avg,5-avg,66-std
49-std,110-avg,8-avg,67-std
50-std,118-avg,45-avg,68-std
51-std,129-avg,47-avg,69-std
53-std,132-avg,52-avg,70-std
54-std,133-avg,54-avg,71-std
56-std,150-avg,62-avg,72-std
57-std,151-avg,63-avg,73-std
58-std,154-avg,73-avg,74-std
59-std,158-avg,77-avg,75-std
60-std,168-avg,78-avg,76-std
61-std,173-avg,81-avg,77-std
62-std,176-avg,82-avg,78-std
63-std,186-avg,85-avg,79-std
64-std,187-avg,106-avg,80-std
65-std,189-avg,109-avg,81-std
66-std,190-avg,118-avg,82-std
67-std,193-avg,122-avg,83-std
68-std,197-avg,125-avg,84-std
69-std,199-avg,129-avg,85-std
70-std,0-std,131-avg,86-std
71-std,1-std,133-avg,87-std
72-std,3-std,140-avg,88-std
73-std,4-std,149-avg,89-std
74-std,5-std,155-avg,90-std
75-std,10-std,156-avg,91-std
76-std,11-std,158-avg,92-std
77-std,12-std,164-avg,93-std
78-std,13-std,170-avg,94-std
79-std,14-std,172-avg,95-std
80-std,15-std,173-avg,96-std
81-std,16-std,180-avg,97-std
82-std,17-std,185-avg,98-std
83-std,18-std,187-avg,99-std
84-std,19-std,189-avg,100-std
85-std,22-std,190-avg,101-std
86-std,23-std,192-avg,102-std
87-std,24-std,193-avg,103-std
88-std,26-std,195-avg,104-std
89-std,28-std,196-avg,105-std
90-std,29-std,199-avg,106-std
91-std,30-std,2-std,107-std
92-std,31-std,3-std,108-std
93-std,32-std,7-std,109-std
94-std,33-std,8-std,110-std
95-std,34-std,10-std,111-std
96-std,35-std,15-std,112-std
97-std,36-std,16-std,113-std
98-std,37-std,17-std,114-std
99-std,38-std,18-std,115-std
100-std,39-std,21-std,116-std
102-std,40-std,22-std,117-std
103-std,41-std,23-std,118-std
104-std,42-std,24-std,119-std
105-std,43-std,25-std,120-std
106-std,44-std,26-std,121-std
107-std,45-std,27-std,122-std
108-std,46-std,28-std,123-std
109-std,49-std,29-std,124-std
110-std,50-std,30-std,125-std
111-std,51-std,32-std,126-std
112-std,52-std,33-std,127-std
113-std,53-std,34-std,128-std
114-std,56-std,36-std,129-std
115-std,58-std,37-std,130-std
116-std,59-std,38-std,131-std
117-std,63-std,39-std,132-std
118-std,64-std,41-std,133-std
119-std,65-std,42-std,134-std
120-std,67-std,43-std,135-std
121-std,68-std,44-std,136-std
122-std,69-std,45-std,137-std
123-std,70-std,46-std,138-std
124-std,71-std,49-std,139-std
125-std,72-std,50-std,140-std
126-std,73-std,51-std,141-std
127-std,74-std,53-std,142-std
128-std,75-std,54-std,143-std
129-std,76-std,55-std,144-std
130-std,77-std,57-std,145-std
131-std,78-std,59-std,146-std
132-std,79-std,60-std,147-std
134-std,80-std,61-std,148-std
135-std,81-std,62-std,149-std
136-std,83-std,63-std,150-std
137-std,84-std,64-std,151-std
138-std,85-std,65-std,152-std
139-std,86-std,66-std,153-std
140-std,87-std,67-std,154-std
141-std,88-std,68-std,155-std
142-std,89-std,69-std,156-std
143-std,90-std,70-std,157-std
144-std,93-std,71-std,158-std
145-std,94-std,73-std,159-std
146-std,95-std,74-std,160-std
147-std,96-std,75-std,161-std
148-std,97-std,76-std,162-std
149-std,98-std,77-std,163-std
150-std,99-std,78-std,164-std
151-std,100-std,79-std,165-std
152-std,101-std,81-std,166-std
153-std,105-std,82-std,167-std
154-std,106-std,83-std,168-std
155-std,107-std,84-std,169-std
156-std,111-std,86-std,170-std
158-std,112-std,87-std,171-std
159-std,113-std,89-std,172-std
160-std,115-std,90-std,173-std
161-std,116-std,92-std,174-std
162-std,117-std,93-std,175-std
163-std,118-std,95-std,176-std
164-std,119-std,96-std,177-std
165-std,120-std,98-std,178-std
166-std,121-std,99-std,179-std
167-std,124-std,100-std,180-std
168-std,125-std,102-std,181-std
169-std,126-std,103-std,182-std
170-std,127-std,105-std,183-std
171-std,128-std,106-std,184-std
172-std,129-std,107-std,185-std
173-std,130-std,109-std,186-std
174-std,131-std,110-std,187-std
175-std,133-std,111-std,188-std
176-std,134-std,112-std,189-std
177-std,135-std,113-std,190-std
178-std,137-std,115-std,191-std
179-std,138-std,116-std,192-std
180-std,139-std,117-std,193-std
181-std,141-std,118-std,194-std
182-std,142-std,119-std,195-std
183-std,144-std,120-std,196-std
184-std,145-std,121-std,197-std
185-std,147-std,122-std,198-std
186-std,148-std,123-std,199-std
